,Unnamed: 0,deviceID,2023-03-23,2023-03-24,2023-03-25
0,0,890771058913,0.11771999999999902,0.17658,0.23543999999999904
1,1,890771058918,,0.1962,0.3924
2,2,890771058923,,0.21581999999999904,0.333539999999999
3,3,890771058952,,0.20601000000000003,0.814229999999999
